"","Order","Family","Genus","Species","AdultBodyMass_g","BMR_mLO2hr","GestationLen_d","LitterSize","LittersPerYear","MaxLongevity_m","PopulationDensity_nkm2","SexualMaturityAge_d","TrophicLevel","GR_Area_km2","HumanPopDen_nkm2","PrecipMean_mm","TempMean_degC"
"1902","Didelphimorphia","Didelphidae","Marmosops","Marmosops incanus",48.9,NA,NA,NA,NA,NA,NA,NA,2,469075,124.32,116.92,212.73
"1903","Didelphimorphia","Didelphidae","Marmosops","Marmosops invictus",29.2,NA,NA,NA,NA,NA,NA,NA,2,23716,34.22,210.58,254.29
"1904","Didelphimorphia","Didelphidae","Marmosops","Marmosops noctivagus",29,NA,NA,NA,NA,NA,NA,NA,NA,1544722,1.8,199.26,253.99
"1905","Didelphimorphia","Didelphidae","Marmosops","Marmosops parvidens",15,NA,NA,4.05,NA,NA,14.4,NA,2,2596280,3.26,168.91,249.11
"1906","Rodentia","Sciuridae","Marmota","Marmota baibacina",NA,NA,39.99,5.99,1,NA,NA,NA,NA,746608,13.91,26.98,-14.71
"1907","Diprotodontia","Vombatidae","Lasiorhinus","Lasiorhinus latifrons",26200,3291.2,20.74,1,NA,294,68,547.49,1,86125,0.14,19.98,170.44
"1908","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus borealis",12.3,17.44,84.31,2.99,1,NA,NA,NA,3,19492898,32.62,105.68,183.24
"1909","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus castaneus",12.4,NA,NA,NA,NA,NA,NA,NA,3,9516,5.09,200.91,248.37
"1910","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus cinereus",26.8,16.51,57.26,2,1,25.2,NA,NA,3,21759653,30.48,75.42,115.7
"1911","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus ega",12.1,NA,96.39,2,1,NA,NA,329.04,3,17638666,29.63,130.16,225.42
"1912","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus egregius",NA,NA,NA,NA,NA,NA,NA,NA,NA,184920,55.88,137.5,179.49
"1913","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus intermedius",22.9,18.3,NA,2.97,1,NA,NA,NA,NA,1863284,66.85,106.12,214.29
"1914","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus seminolus",9.87,13.48,NA,2.45,1,NA,NA,NA,3,1335371,61.61,99.24,175.46
"1915","Chiroptera","Pteropodidae","Latidens","Latidens salimalii",NA,NA,NA,NA,NA,NA,NA,NA,NA,563,313.49,118.02,279.74
"1916","Chiroptera","Megadermatidae","Lavia","Lavia frons",23.6,NA,94.09,1,1,NA,NA,NA,3,13982556,32.22,78.97,249.89
"1917","Rodentia","Muridae","Leggadina","Leggadina forresti",23.9,NA,NA,NA,NA,NA,NA,79.68,NA,1812560,0.03,22.63,217.06
"1918","Rodentia","Muridae","Leggadina","Leggadina lakedownensis",17.5,NA,33,NA,NA,NA,NA,79.68,NA,704032,0.92,60.66,259.91
"1919","Rodentia","Muridae","Leimacomys","Leimacomys buettneri",55,NA,NA,NA,NA,NA,NA,NA,NA,4324,43.8,113.59,264.39
"1920","Rodentia","Muridae","Lemmiscus","Lemmiscus curtatus",28.3,NA,25,5.11,NA,NA,NA,NA,1,1661695,5.03,27.94,55.52
"1921","Rodentia","Muridae","Lemmus","Lemmus amurensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,3237791,1.55,28.15,-108.84
"1922","Rodentia","Muridae","Lemmus","Lemmus lemmus",67.6,192,20.15,5.14,3.5,24,NA,20.25,NA,305721,4.42,35.35,-15.39
"1923","Rodentia","Muridae","Lemmus","Lemmus sibiricus",63.3,101.47,20.82,6.4,3.5,NA,1800,42.66,NA,5759073,0.16,24.49,-105.74
"1924","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus",26.2,NA,NA,4.61,NA,NA,NA,NA,NA,4716675,37.4,77.11,258.58
"1925","Rodentia","Muridae","Lemniscomys","Lemniscomys bellieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,88830,28.72,115.44,266.51
"1926","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda",55.9,NA,NA,3.5,NA,NA,348,NA,NA,520132,10.35,99.38,213.99
"1927","Rodentia","Muridae","Lemniscomys","Lemniscomys hoogstraali",NA,NA,NA,NA,NA,NA,NA,NA,NA,2867,5.74,59.25,263.74
"1928","Rodentia","Muridae","Lemniscomys","Lemniscomys linulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,42103,14.65,110.95,266.74
"1929","Rodentia","Muridae","Lemniscomys","Lemniscomys macculus",26.5,NA,NA,NA,NA,NA,NA,NA,NA,627994,56.62,105.9,229.87
"1930","Rodentia","Muridae","Lemniscomys","Lemniscomys mittendorfi",41.9,NA,NA,NA,NA,NA,NA,NA,NA,6452,65.01,152.75,219.99
"1931","Rodentia","Muridae","Lemniscomys","Lemniscomys rosalia",50,61.29,NA,NA,NA,NA,NA,NA,NA,2617791,28.47,62.51,210.52
"1932","Rodentia","Muridae","Lemniscomys","Lemniscomys roseveari",NA,NA,NA,NA,NA,NA,NA,NA,NA,15230,3.85,94.37,206.19
"1933","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus",43.7,NA,25.15,4.65,1.5,30,698,70.83,NA,7356183,39.61,117.9,243.85
"1934","Primates","Lemuridae","Lemur","Lemur catta",2640,NA,134.17,1.17,1,360,215,754.46,2,61779,14.7,62.94,229.71
"1935","Rodentia","Muridae","Lenomys","Lenomys meyeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,117714,122.54,223.06,210.9
"1936","Rodentia","Muridae","Lenothrix","Lenothrix canus",150,NA,NA,2.38,NA,45.6,NA,NA,NA,295662,34.81,262.26,236.04
"1937","Rodentia","Muridae","Lenoxus","Lenoxus apicalis",53.6,NA,NA,NA,NA,NA,NA,NA,NA,43008,21.61,247.68,89.29
"1938","Primates","Callitrichidae","Leontopithecus","Leontopithecus caissara",605,NA,NA,NA,NA,NA,NA,NA,NA,3822,96.53,148.79,164.39
"1939","Primates","Callitrichidae","Leontopithecus","Leontopithecus chrysomelas",574,NA,NA,2.04,NA,NA,8.76,NA,NA,33922,37.8,153.12,223.99
"1940","Primates","Callitrichidae","Leontopithecus","Leontopithecus chrysopygus",656,NA,NA,NA,NA,NA,NA,NA,2,50005,52.2,127.26,218.64
"1941","Primates","Callitrichidae","Leontopithecus","Leontopithecus rosalia",593,NA,134,2,NA,297.6,4.13,757.41,2,22874,230.33,128.32,206.5
"1942","Carnivora","Felidae","Leopardus","Leopardus pardalis",11900,3682.8,81.99,1.5,1,243.6,0.43,580.9,3,16040024,26.95,137.68,228.69
"1943","Carnivora","Felidae","Leopardus","Leopardus tigrinus",2210,NA,78.41,1.5,NA,240,NA,821.25,3,11884529,25.54,146.19,238.17
"1944","Carnivora","Felidae","Leopardus","Leopardus wiedii",3270,918.6,82.31,1.5,NA,240,NA,912.49,3,12404067,24.7,153.31,237.03
"1945","Rodentia","Muridae","Leopoldamys","Leopoldamys edwardsi",300,NA,NA,1.94,NA,NA,NA,NA,NA,1528626,182.93,152.12,185.58
"1946","Rodentia","Muridae","Leopoldamys","Leopoldamys neilli",NA,NA,NA,NA,NA,NA,NA,NA,NA,21254,303.69,147.54,266.73
"1947","Rodentia","Muridae","Leopoldamys","Leopoldamys sabanus",351,NA,NA,4.86,NA,24,NA,NA,NA,2396698,134.62,204.74,239.67
"1948","Rodentia","Muridae","Leopoldamys","Leopoldamys siporanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,6045,55.33,340,259
"1949","Primates","Megaladapidae","Lepilemur","Lepilemur dorsalis",509,NA,NA,1.01,NA,NA,NA,NA,1,9533,23.02,133.28,201.61
"1950","Primates","Megaladapidae","Lepilemur","Lepilemur edwardsi",822,NA,NA,NA,NA,NA,69.9,NA,2,23516,9.97,114.2,254.76
"1951","Primates","Megaladapidae","Lepilemur","Lepilemur leucopus",600,NA,136.01,1,1,103,505,555.32,1,22986,18.08,56.82,231.13
"1952","Primates","Megaladapidae","Lepilemur","Lepilemur microdon",957,NA,NA,NA,NA,NA,36.1,NA,2,52153,47.72,183,197.15
"1953","Primates","Megaladapidae","Lepilemur","Lepilemur mustelinus",671,225,133.54,1,1,144,259,585.48,1,41462,27.6,173.61,198.75
"1954","Primates","Megaladapidae","Lepilemur","Lepilemur ruficaudatus",763,NA,136.01,1.02,NA,NA,260,NA,1,35030,11.4,57.89,238.61
"1955","Primates","Megaladapidae","Lepilemur","Lepilemur septentrionalis",764,NA,135,1,1,NA,154,328.99,1,3824,19.75,101.31,251.5
"1956","Rodentia","Muridae","Leporillus","Leporillus apicalis",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957","Rodentia","Muridae","Leporillus","Leporillus conditor",329,NA,43.49,2.95,NA,NA,NA,212.5,1,43,0.33,24.94,186.46
"1958","Carnivora","Felidae","Leptailurus","Leptailurus serval",11800,NA,74.23,2.39,NA,276,NA,589.76,3,12526197,36.32,89.07,235.57
"1959","Rodentia","Muridae","Leptomys","Leptomys elegans",83.5,NA,NA,1.88,NA,NA,NA,NA,3,19695,12.92,197.38,217.43
"1960","Rodentia","Muridae","Leptomys","Leptomys ernstmayri",42.9,NA,NA,NA,NA,NA,NA,NA,3,71234,12.51,269.19,200.35
"1961","Rodentia","Muridae","Leptomys","Leptomys signatus",NA,NA,NA,NA,NA,NA,NA,NA,3,318,1,241,262
"1962","Carnivora","Phocidae","Leptonychotes","Leptonychotes weddellii",4e+05,113712,314.99,1,NA,300,0.12,1359.81,2,NA,NA,NA,NA
"1963","Chiroptera","Phyllostomidae","Leptonycteris","Leptonycteris curasoae",24.4,39.04,121.66,1,1,120,NA,NA,2,1594282,69.31,72.31,205.61
"1964","Chiroptera","Phyllostomidae","Leptonycteris","Leptonycteris nivalis",24.2,NA,121.66,1,1,NA,NA,NA,2,999207,73.37,71.17,197.54
"1965","Lagomorpha","Leporidae","Lepus","Lepus alleni",3930,1787.5,42,2.05,3.5,NA,16.1,NA,1,258607,26.16,31.17,199.33
"1966","Lagomorpha","Leporidae","Lepus","Lepus americanus",1570,1250.24,36.58,3.55,2.5,96,100,187.33,1,9501181,10.61,48.45,-12.64
"1967","Lagomorpha","Leporidae","Lepus","Lepus arcticus",4430,NA,51.99,5.07,1.5,84,NA,328.99,1,3744673,0.1,23.8,-131.54
"1968","Lagomorpha","Leporidae","Lepus","Lepus brachyurus",2530,NA,38.49,2.13,2.5,NA,40,NA,NA,285030,379.75,145.01,105.61
"1969","Lagomorpha","Leporidae","Lepus","Lepus californicus",2420,1311,41.82,2.87,4.05,81.6,12,228.12,1,4402905,29.14,38.32,134.2
"1970","Lagomorpha","Leporidae","Lepus","Lepus callotis",2610,NA,NA,2.15,3,NA,3.83,NA,1,430968,93.49,66.16,167.99
"1971","Lagomorpha","Leporidae","Lepus","Lepus capensis",2050,NA,42,2.36,3,NA,14.8,148.12,1,21956899,25.32,34.9,235.02
"1972","Lagomorpha","Leporidae","Lepus","Lepus castroviejoi",2830,NA,NA,1.95,NA,NA,NA,NA,NA,8875,51.25,60.61,84.08
"1973","Lagomorpha","Leporidae","Lepus","Lepus comus",2020,NA,NA,2.44,2,NA,NA,NA,1,582324,118.33,116.83,127.27
"1974","Lagomorpha","Leporidae","Lepus","Lepus coreanus",NA,NA,NA,NA,NA,NA,50,NA,NA,216941,302.17,88.44,58.71
"1975","Lagomorpha","Leporidae","Lepus","Lepus corsicanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,52093,190.64,69.15,147.19
"1976","Lagomorpha","Leporidae","Lepus","Lepus europaeus",3820,NA,42,2.18,4.4,144,NA,187.33,NA,10436748,76.75,43.95,55.37
"1977","Lagomorpha","Leporidae","Lepus","Lepus fagani",NA,NA,NA,NA,NA,NA,NA,NA,NA,693873,44.64,85.47,228.74
"1978","Lagomorpha","Leporidae","Lepus","Lepus flavigularis",3000,NA,NA,NA,NA,NA,NA,NA,1,10300,34.9,169.71,244.27
"1979","Lagomorpha","Leporidae","Lepus","Lepus granatensis",2330,NA,NA,1.46,NA,NA,NA,NA,NA,401180,77.85,45.33,131.24
"1980","Lagomorpha","Leporidae","Lepus","Lepus hainanus",1520,NA,NA,NA,NA,NA,NA,NA,NA,11194,200.27,118.64,228.8
"1981","Lagomorpha","Leporidae","Lepus","Lepus insularis",2530,NA,NA,NA,NA,NA,NA,NA,NA,83,14,18,225
"1982","Lagomorpha","Leporidae","Lepus","Lepus mandshuricus",1840,NA,NA,2.39,NA,NA,NA,NA,NA,1031395,81.33,49.44,1.9
"1983","Lagomorpha","Leporidae","Lepus","Lepus nigricollis",2300,NA,36.16,1.8,7.15,NA,90.7,182.49,NA,4041837,307.15,93.3,211.45
"1984","Lagomorpha","Leporidae","Lepus","Lepus oiostolus",2480,NA,NA,3.06,2,NA,NA,NA,1,2735996,11.89,57.88,-35.58
"1985","Lagomorpha","Leporidae","Lepus","Lepus othus",4860,NA,45.99,6.15,1,NA,1.64,NA,1,421760,0.02,33.89,-42.81
"1986","Lagomorpha","Leporidae","Lepus","Lepus peguensis",2280,NA,NA,NA,NA,NA,NA,NA,NA,1932181,113.01,146.13,219.76
"1987","Lagomorpha","Leporidae","Lepus","Lepus saxatilis",2600,NA,38.49,1.52,5.35,NA,NA,NA,NA,799776,20.22,23.08,162.83
"1988","Lagomorpha","Leporidae","Lepus","Lepus sinensis",1610,NA,NA,NA,NA,NA,NA,NA,NA,1081352,359.67,123.32,166.8
"1989","Lagomorpha","Leporidae","Lepus","Lepus starcki",2770,NA,NA,NA,NA,NA,NA,NA,NA,100135,118.92,82.63,118.81
"1990","Lagomorpha","Leporidae","Lepus","Lepus timidus",3120,NA,50.04,3.16,3,NA,NA,228.52,NA,19939854,12.02,32.6,-51.6
"1991","Lagomorpha","Leporidae","Lepus","Lepus tolai",1590,NA,NA,2.93,NA,NA,NA,NA,NA,3579297,21.6,25.44,19.72
"1992","Lagomorpha","Leporidae","Lepus","Lepus townsendii",3380,1506.5,40.73,4.49,3.29,96,5.24,262.23,1,3453779,8.72,37,53.03
"1993","Lagomorpha","Leporidae","Lepus","Lepus victoriae",1770,NA,NA,1.56,NA,NA,95,NA,1,12414839,33.81,77.99,238.46
"1994","Lagomorpha","Leporidae","Lepus","Lepus yarkandensis",1470,NA,NA,3.91,2.5,NA,NA,NA,1,613125,8.19,17.64,98.95
"1995","Didelphimorphia","Didelphidae","Lestodelphys","Lestodelphys halli",78.6,NA,NA,NA,NA,NA,NA,NA,2,20206,8.94,19.39,89.55
"1996","Paucituberculata","Caenolestidae","Lestoros","Lestoros inca",22.2,NA,NA,NA,NA,NA,NA,NA,3,109634,10.64,235.43,154.08
"1997","Carnivora","Herpestidae","Liberiictis","Liberiictis kuhni",1820,NA,NA,NA,NA,NA,NA,NA,2,125429,33.18,240.02,244.82
"1998","Chiroptera","Phyllostomidae","Lichonycteris","Lichonycteris obscura",6.5,NA,NA,0.98,NA,NA,NA,NA,2,7959423,16.09,175.17,244.54
"1999","Insectivora","Tenrecidae","Limnogale","Limnogale mergulus",78.7,72.31,NA,2.99,1,NA,NA,NA,3,14350,52.62,153.37,178.93
"2000","Rodentia","Muridae","Limnomys","Limnomys sibuanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,696,243.99,163.62,229.64
"2001","Rodentia","Heteromyidae","Liomys","Liomys adspersus",51,NA,NA,3.2,1.44,21,742,197.61,NA,26538,44.95,192.32,248.34
"2002","Rodentia","Heteromyidae","Liomys","Liomys irroratus",49,53.87,NA,4.27,NA,NA,NA,NA,NA,609783,85.59,65.55,186.61
"2003","Rodentia","Heteromyidae","Liomys","Liomys pictus",43.3,NA,25.19,3.67,NA,NA,3860,93.78,1,441467,48.55,82.44,207.64
"2004","Rodentia","Heteromyidae","Liomys","Liomys salvini",42,48.37,27.71,3.69,1.65,NA,578,NA,2,163721,104.25,152.01,222.04
"2005","Rodentia","Heteromyidae","Liomys","Liomys spectabilis",65,NA,NA,NA,NA,NA,NA,NA,NA,5601,35.98,92.25,205.02
"2006","Chiroptera","Phyllostomidae","Lionycteris","Lionycteris spurrelli",8.77,NA,NA,0.98,NA,NA,NA,NA,1,7325792,15.8,173.7,243.13
"2007","Cetacea","Platanistidae","Lipotes","Lipotes vexillifer",112000,NA,319.37,1,NA,NA,NA,2920,3,NA,NA,NA,NA
"2008","Cetacea","Delphinidae","Lissodelphis","Lissodelphis borealis",113000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009","Cetacea","Delphinidae","Lissodelphis","Lissodelphis peronii",116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","Artiodactyla","Bovidae","Litocranius","Litocranius walleri",38500,NA,204.15,1,NA,156,0.42,730,1,1594553,20.86,40.53,238.78
"2011","Carnivora","Phocidae","Lobodon","Lobodon carcinophagus",225000,NA,270.15,0.95,NA,468,1.01,1318.92,3,NA,NA,NA,NA
"2012","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla bokermanni",NA,NA,NA,NA,NA,NA,NA,NA,2,128491,54.27,120.37,201.47
"2013","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla dekeyseri",NA,NA,NA,NA,NA,NA,NA,NA,2,101542,8.26,123.36,207.9
"2014","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla handleyi",NA,NA,NA,NA,NA,NA,NA,NA,2,527831,13.58,138.99,183.25
"2015","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla hesperia",NA,NA,NA,NA,NA,NA,NA,NA,2,444717,58.88,106.41,180.43
"2016","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax",21.6,NA,NA,0.98,NA,NA,NA,NA,2,3437158,60.1,126.73,229.03
"2017","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla robusta",13.6,NA,NA,0.98,NA,NA,NA,NA,2,1033227,60.42,163.18,231.54
"2018","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla thomasi",7.06,NA,NA,0.98,NA,NA,NA,NA,2,8437402,14.01,168.67,240.49
"2019","Chiroptera","Phyllostomidae","Lonchorhina","Lonchorhina aurita",15.3,NA,NA,0.98,1,NA,NA,NA,3,11889122,27.52,156.02,242.68
"2020","Chiroptera","Phyllostomidae","Lonchorhina","Lonchorhina fernandezi",NA,NA,NA,NA,NA,NA,NA,NA,NA,13451,0.41,231.75,252.25
"2021","Chiroptera","Phyllostomidae","Lonchorhina","Lonchorhina marinkellei",17.5,NA,NA,NA,NA,NA,NA,NA,NA,88344,0.12,262.06,245.04
"2022","Chiroptera","Phyllostomidae","Lonchorhina","Lonchorhina orinocensis",8.97,NA,NA,NA,NA,NA,NA,NA,NA,716242,7.82,200.58,242.72
"2023","Rodentia","Echimyidae","Lonchothrix","Lonchothrix emiliae",138,NA,NA,NA,NA,NA,NA,NA,NA,380559,2.69,161.06,254.44
"2024","Carnivora","Mustelidae","Lontra","Lontra canadensis",8090,NA,58.55,2.99,NA,300,1.13,617,3,11887021,19.38,55.55,10.63
"2025","Carnivora","Mustelidae","Lontra","Lontra felina",11200,NA,76.07,2.54,NA,NA,NA,NA,3,NA,NA,NA,NA
"2026","Carnivora","Mustelidae","Lontra","Lontra longicaudis",6550,NA,NA,3.67,NA,NA,NA,NA,3,12885820,24.64,148.59,235.06
"2027","Carnivora","Mustelidae","Lontra","Lontra provocax",7500,NA,NA,NA,NA,NA,NA,NA,3,804794,3.79,53.46,75.3
"2028","Rodentia","Muridae","Lophiomys","Lophiomys imhausi",755,NA,NA,1.58,NA,90,NA,NA,NA,2277319,40.59,55.46,227.47
"2029","Primates","Cercopithecidae","Lophocebus","Lophocebus albigena",7360,NA,182.93,1,NA,392.4,14.9,2190,2,2651747,24.54,144.63,240.89
"2030","Rodentia","Muridae","Lophuromys","Lophuromys cinereus",NA,NA,NA,NA,NA,NA,NA,NA,NA,11009,85,111.79,185.46
"2031","Rodentia","Muridae","Lophuromys","Lophuromys flavopunctatus",57,NA,30.74,2.24,NA,NA,842,53.12,NA,4909013,40.14,108.19,222.27
"2032","Rodentia","Muridae","Lophuromys","Lophuromys luteogaster",NA,NA,NA,1,NA,NA,NA,NA,NA,121606,32.71,139.9,223.67
"2033","Rodentia","Muridae","Lophuromys","Lophuromys medicaudatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,44946,144.63,100.43,185.72
"2034","Rodentia","Muridae","Lophuromys","Lophuromys melanonyx",10.2,NA,NA,NA,NA,NA,NA,NA,NA,19567,55.72,68.76,34.35
"2035","Rodentia","Muridae","Lophuromys","Lophuromys nudicaudus",32.6,NA,NA,1.55,NA,NA,NA,NA,NA,297752,21.76,171.3,241.24
"2036","Rodentia","Muridae","Lophuromys","Lophuromys rahmi",NA,NA,NA,1.94,NA,NA,NA,NA,NA,53044,144.63,100.43,185.72
"2037","Rodentia","Muridae","Lophuromys","Lophuromys sikapusi",62.7,NA,NA,2.99,NA,NA,213,NA,NA,6118205,44.05,128.16,237.59
"2038","Rodentia","Muridae","Lophuromys","Lophuromys woosnami",42.2,NA,32,1.94,NA,NA,NA,NA,NA,91746,129.01,98.83,196.33
"2039","Rodentia","Muridae","Lorentzimys","Lorentzimys nouhuysi",14.4,NA,NA,1.94,NA,NA,NA,NA,2,193622,11,271.15,203.23
"2040","Primates","Loridae","Loris","Loris tardigradus",249,284,166,1,NA,196.8,72.8,305.2,2,490103,469.09,112.17,263.95
"2041","Proboscidea","Elephantidae","Loxodonta","Loxodonta africana",3940000,NA,660,1,NA,960,6.72,4229.36,1,8059678,25.77,105.85,238.14
"2042","Carnivora","Mustelidae","Lutra","Lutra lutra",8860,4005,64.35,2,1,264,0.85,607.06,3,26183217,106.16,57.47,50.66
"2043","Carnivora","Mustelidae","Lutra","Lutra maculicollis",4190,NA,59.68,2,NA,NA,NA,730,3,11363948,37.8,106.5,237.71
"2044","Carnivora","Mustelidae","Lutra","Lutra sumatrana",5970,NA,NA,NA,NA,NA,NA,NA,3,1333066,181.06,228.88,249.18
"2045","Didelphimorphia","Didelphidae","Lutreolina","Lutreolina crassicaudata",557,406,14,6.99,2,36,NA,NA,3,1895557,23.41,105.01,196.48
"2046","Carnivora","Mustelidae","Lutrogale","Lutrogale perspicillata",9000,NA,63.39,3.25,NA,180,4.49,822.48,3,5506788,236.33,154.44,247.08
"2047","Carnivora","Canidae","Lycaon","Lycaon pictus",22000,10259.65,71.18,7.1,NA,132,0.01,715.98,3,10539676,27.77,68.95,235.55
"2048","Carnivora","Mustelidae","Lyncodon","Lyncodon patagonicus",225,NA,NA,NA,NA,NA,NA,NA,NA,834664,4.91,29.73,100.22
"2049","Carnivora","Felidae","Lynx","Lynx canadensis",9770,NA,62.5,2.73,NA,321,0.05,575.88,3,8252985,3.31,43.45,-31.78
"2050","Carnivora","Felidae","Lynx","Lynx lynx",19300,NA,67,2.29,1,321.6,0.02,642.55,3,23827627,36.26,38.38,-17.24
"2051","Carnivora","Felidae","Lynx","Lynx pardinus",11100,NA,69.53,2.49,NA,NA,0.32,NA,3,27059,36.98,48.41,133.69
"2052","Carnivora","Felidae","Lynx","Lynx rufus",6390,2665.2,60,2.75,NA,388,0.1,581.73,3,9702533,30.7,53.72,108.31
"2053","Primates","Cercopithecidae","Macaca","Macaca arctoides",9400,NA,176.59,1,NA,360,NA,1399.16,1,1236024,159.91,164.32,196.31
"2054","Primates","Cercopithecidae","Macaca","Macaca assamensis",8560,NA,NA,NA,NA,NA,NA,NA,NA,1383531,100.29,147.56,142.16
"2055","Primates","Cercopithecidae","Macaca","Macaca cyclopis",5760,NA,161.12,1,NA,NA,NA,1479.16,NA,12815,391.32,161.86,129.52
"2056","Primates","Cercopithecidae","Macaca","Macaca fascicularis",4590,NA,164.69,1,1,456,50,1143.07,2,2197587,161.48,219.05,249.22
"2057","Primates","Cercopithecidae","Macaca","Macaca fuscata",10100,NA,173.1,1.01,1,396,30.2,1304.53,2,177386,327.86,147.66,102.22
"2058","Primates","Cercopithecidae","Macaca","Macaca maura",7290,NA,167.3,1.01,NA,NA,20,NA,NA,13649,390.54,231.33,237.5
"2059","Primates","Cercopithecidae","Macaca","Macaca mulatta",6450,2239,166.18,1,1,432,11.1,1089.04,1,6566547,241.88,117.36,168.8
"2060","Primates","Cercopithecidae","Macaca","Macaca nemestrina",7870,NA,171,1,NA,411.6,18.9,1069.22,2,1770615,95.26,210.62,239.23
"2061","Primates","Cercopithecidae","Macaca","Macaca nigra",7380,NA,172.49,1,NA,216,66.7,1741.35,1,15654,153.84,230.16,227.5
"2062","Primates","Cercopithecidae","Macaca","Macaca ochreata",2750,NA,NA,NA,NA,NA,15,NA,NA,19034,45.52,244.11,237.65
"2063","Primates","Cercopithecidae","Macaca","Macaca radiata",5000,NA,161.61,1,NA,360,8.23,1551.25,NA,679816,412.85,93.74,264.54
"2064","Primates","Cercopithecidae","Macaca","Macaca silenus",6000,NA,171.99,1,NA,480,1.01,1633.22,2,56995,314.12,88.07,253.03
"2065","Primates","Cercopithecidae","Macaca","Macaca sinica",4660,NA,181.02,1.01,NA,420,30,1642.5,1,66626,335.39,141.67,258.11
"2066","Primates","Cercopithecidae","Macaca","Macaca sylvanus",11500,NA,164.84,1.02,NA,264,12.5,1320.42,2,95331,155.56,45.93,147.84
"2067","Primates","Cercopithecidae","Macaca","Macaca thibetana",10600,NA,169.07,1,NA,NA,NA,NA,NA,1232955,256.6,119.8,129.61
"2068","Primates","Cercopithecidae","Macaca","Macaca tonkeana",10100,NA,NA,NA,NA,NA,10,NA,NA,82933,51.44,222.91,204.36
"2069","Chiroptera","Megadermatidae","Macroderma","Macroderma gigas",124,139.12,NA,1,1,NA,NA,NA,3,1038952,1.2,65.9,251.77
"2070","Carnivora","Viverridae","Macrogalidia","Macrogalidia musschenbroekii",5160,NA,NA,NA,NA,NA,NA,NA,2,22967,37.15,226.87,197.06
"2071","Chiroptera","Pteropodidae","Macroglossus","Macroglossus minimus",16.3,22.32,125.46,1,3,NA,NA,NA,1,3054482,105.58,194.34,248.02
"2072","Chiroptera","Pteropodidae","Macroglossus","Macroglossus sobrinus",21.8,NA,NA,1,NA,NA,NA,NA,1,1987018,179.06,180.67,236.56
"2073","Chiroptera","Phyllostomidae","Macrophyllum","Macrophyllum macrophyllum",7.99,NA,NA,1,NA,NA,NA,NA,3,13319743,25.99,152.53,237.4
"2074","Diprotodontia","Macropodidae","Macropus","Macropus agilis",11900,NA,30.62,1.01,1.8,144,18,386.67,1,1144361,3.42,86.21,255.78
"2075","Diprotodontia","Macropodidae","Macropus","Macropus antilopinus",27300,NA,34,1,NA,192,21.2,769.42,NA,515289,0.8,84.75,270.2
"2076","Diprotodontia","Macropodidae","Macropus","Macropus bernardus",17000,NA,NA,1,NA,NA,NA,NA,NA,36607,0.18,96.41,262.1
"2077","Diprotodontia","Macropodidae","Macropus","Macropus dorsalis",11200,NA,34.98,1,NA,180,110,402.94,NA,657068,8.45,65.52,192.1
"2078","Diprotodontia","Macropodidae","Macropus","Macropus eugenii",5280,1385.65,29,1,1,168,73.9,348.41,NA,94354,7.96,41.77,154.09
"2079","Diprotodontia","Macropodidae","Macropus","Macropus fuliginosus",25600,NA,30.8,1,1,240,56,598.58,NA,1782181,2.62,28.78,176.04
"2080","Diprotodontia","Macropodidae","Macropus","Macropus giganteus",33600,NA,36.56,1,1,288,42,609.73,1,2210264,8.81,51.16,188.75
"2081","Diprotodontia","Macropodidae","Macropus","Macropus greyi",10000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082","Diprotodontia","Macropodidae","Macropus","Macropus irma",8000,NA,NA,1,NA,NA,26.7,NA,NA,142572,11.1,52.21,155.99
